"iati-identifier","title","reporting-org","total-commitment","total-spend","currency","link","activity-status"
"GB-GOV-3-Frontline Diplomatic Enabling Activity-JM","Frontline Diplomatic Enabling Activity in Jamaica","UK - Foreign, Commonwealth and Development Office","-7,562","-7,562","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-Frontline%20Diplomatic%20Enabling%20Activity-JM",4
"GB-GOV-3-Governance, Education and Culture-JM","Governance, Education and Culture in Jamaica","UK - Foreign, Commonwealth and Development Office","74,182","74,182","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-Governance%2C%20Education%20and%20Culture-JM",4
"GB-GOV-3-HRRBIS-JM","Supporting Human Rights, Democracy and the Rules based International System in Jamaica","UK - Foreign, Commonwealth and Development Office","37,593","37,593","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-HRRBIS-JM",4
"GB-GOV-3-HRRBIS-JM-FY19/20","Supporting Human Rights, Democracy and the Rules based International System in Jamaica","UK - Foreign, Commonwealth and Development Office","40,819","40,819","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-HRRBIS-JM-FY19%2F20",4
"GB-GOV-3-IP_JM","International Programmes in Jamaica (2020 - 2022)","UK - Foreign, Commonwealth and Development Office","61,859","61,859","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-IP_JM",4
"GB-GOV-3-PAM-JMK-000037","Tackling discrimination and violence against women and girls in Jamaica, through partnership with US, Canada and EU.","UK - Foreign, Commonwealth and Development Office",249,249,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-PAM-JMK-000037",4
"GB-GOV-3-PAM-JMK-000063","Strengthening the educational system in Jamaica","UK - Foreign, Commonwealth and Development Office","7,496","7,496","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-PAM-JMK-000063",4
"GB-GOV-3-PAM-JMK-000067","Promoting human rights in Jamaica","UK - Foreign, Commonwealth and Development Office",-522,-522,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-PAM-JMK-000067",4
"GB-GOV-3-PAM-JMK-000071","Child Rights and Protection : Strengthening the capacity of Jamaica's Office of the Children's Advocate","UK - Foreign, Commonwealth and Development Office","37,909","37,909","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-PAM-JMK-000071",4
"GB-GOV-3-PAM-JMK-DCF-1608","Modernising Jamaican Judicial Practice","UK - Foreign, Commonwealth and Development Office","26,164","26,164","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-PAM-JMK-DCF-1608",4
"GB-GOV-3-PAM-TRP-CPF-000014","INSTITUTIONAL STRENGTHENING OF THE JAMAICAN REVENUE PROTECTION DIVISION","UK - Foreign, Commonwealth and Development Office","34,852","34,852","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-PAM-TRP-CPF-000014",4
"GB-GOV-3-PMD-JAM-111123","Promoting human rights in Jamaica","UK - Foreign, Commonwealth and Development Office","-1,243","-1,243","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-PMD-JAM-111123",4
"GB-GOV-3-PMD-JAM-111127","Promoting prison reform in Jamaica","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-PMD-JAM-111127",4
"KR-GOV-010-KR-GOV-051-2021040102277","Master's Degree Program  in Techno-Entrepreneurship Competency  Based on ICT Convergence(2021)","Republic of Korea","7,189","6,306","USD","https://d-portal.org/ctrack.html#view=act&aid=KR-GOV-010-KR-GOV-051-2021040102277",3
"NL-KVK-27378529-DSS220NL03","WASH Cluster Coordinator LACRO UNICEF","Netherlands Enterprise Agency (RVO)","36,253","36,253","USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-27378529-DSS220NL03",3
"NL-KVK-40409352-PRJ08-288","Haiti Hurricane Matthew 2016","Netherlands Red Cross","406,636","406,636","USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-40409352-PRJ08-288",4
"NL-KVK-40409352-PRJ08-288-0007","Hurricane Matthew 2016, Jamaica DREF Appeal","Netherlands Red Cross","63,248","63,248","USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-40409352-PRJ08-288-0007",4
"NL-KVK-4115988-CER2.2019.13876","Damage and Risk Assessment: Setting Salvage Priorities, Digitalization and Inventorying","Prince Claus Fund","19,626",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-4115988-CER2.2019.13876",2
"NL-KVK-4115988-NG.2019.13709","Intersextion: Mentorship","Prince Claus Fund","21,732",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-4115988-NG.2019.13709",2
"NL-KVK-4115988-NG.2019.13716","PREE. Caribbean. Writing.","Prince Claus Fund","21,340",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-4115988-NG.2019.13716",2
"NL-KVK-4115988-NGP.2018.06914","NLS Kingston","Prince Claus Fund","138,888",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-4115988-NGP.2018.06914",2
"NO-BRC-980997278-420000","Relevant SAIs","INTOSAI Development Initiative","5,593,493","5,593,493","USD","https://d-portal.org/ctrack.html#view=act&aid=NO-BRC-980997278-420000",2
"NO-BRC-980997278-520000","Well-governed SAIs","INTOSAI Development Initiative","10,946,559","10,946,559","USD","https://d-portal.org/ctrack.html#view=act&aid=NO-BRC-980997278-520000",2
"NO-BRC-980997278-970000","Global Foundations Unit","INTOSAI Development Initiative","3,157,487","3,157,487","USD","https://d-portal.org/ctrack.html#view=act&aid=NO-BRC-980997278-970000",2
"NZ-1-ACT-0A12316","Jamaica Scholarships","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","191,194","191,194","USD","https://d-portal.org/ctrack.html#view=act&aid=NZ-1-ACT-0A12316",4
"SE-0-SE-24-2018-150","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-2018-150",4
"SE-0-SE-24-2018-150-1","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)","13,793","13,793","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-2018-150-1",4
"SE-0-SE-24-2018-151","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-2018-151",4
"SE-0-SE-24-2018-151-1","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)",188,188,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-2018-151-1",4
"SE-0-SE-24-2019-147","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-2019-147",4
"SE-0-SE-24-2019-147-1","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)","25,437","25,437","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-2019-147-1",4
"SE-0-SE-24-2020-119","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-2020-119",3
"SE-0-SE-24-2020-119-1","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)","12,542","12,542","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-2020-119-1",3
"SE-0-SE-24-3185-SI2012-101-3185","Distribution of scholarships","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-3185-SI2012-101-3185",4
"SE-0-SE-24-3185-SI2012-101-3185-1","Distribution of scholarships","Sweden, through Swedish International Development Cooperation Agency (Sida)","19,736","19,736","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-3185-SI2012-101-3185-1",4
"SE-0-SE-24-SI43-1773","DEVELOPMENT CO-OPERATION WITH JAMAICA","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-SI43-1773",4
"SE-0-SE-24-SI43-1773-1","DEVELOPMENT CO-OPERATION WITH JAMAICA","Sweden, through Swedish International Development Cooperation Agency (Sida)",500,500,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-SI43-1773-1",4
"SE-0-SE-24-SWEDISH-INSTITUTE-SCHOLARSHIP-PROGRAMMES-35","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-SWEDISH-INSTITUTE-SCHOLARSHIP-PROGRAMMES-35",4
"SE-0-SE-24-SWEDISH-INSTITUTE-SCHOLARSHIP-PROGRAMMES-35-1","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)","13,576","13,576","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-SWEDISH-INSTITUTE-SCHOLARSHIP-PROGRAMMES-35-1",4
"SE-0-SE-24-T112-SI2015-226","Network for Future Global Leaders (NFGL)","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-T112-SI2015-226",4
"SE-0-SE-24-T112-SI2015-226-1","Network for Future Global Leaders (NFGL)","Sweden, through Swedish International Development Cooperation Agency (Sida)",153,342,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-T112-SI2015-226-1",4
"SE-0-SE-24-T387-SI2015-421","Swedish Institute Study Scholarships","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-T387-SI2015-421",4
"SE-0-SE-24-T387-SI2015-421-1","Swedish Institute Study Scholarships","Sweden, through Swedish International Development Cooperation Agency (Sida)","23,657","52,993","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-T387-SI2015-421-1",4
"SE-0-SE-30-1717-JAMAICA","Scholarship for tuition fees at Swedish higher education institution","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-30-1717-JAMAICA",4
"SE-0-SE-30-1717-JAMAICA-1","Scholarship for tuition fees at Swedish higher education institution","Sweden, through Swedish International Development Cooperation Agency (Sida)","21,461","21,461","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-30-1717-JAMAICA-1",4
"SE-0-SE-30-2016-JAMAICA","Scholarship for tuition fees at Swedish higher education institution","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-30-2016-JAMAICA",4
"SE-0-SE-30-2016-JAMAICA-1","Scholarship for tuition fees at Swedish higher education institution","Sweden, through Swedish International Development Cooperation Agency (Sida)","5,972","5,972","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-30-2016-JAMAICA-1",4
"SE-0-SE-30-2123-JAMAICA","Scholarship for tuition fees at Swedish higher education institution","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-30-2123-JAMAICA",4
"SE-0-SE-30-2123-JAMAICA-1","Scholarship for tuition fees at Swedish higher education institution","Sweden, through Swedish International Development Cooperation Agency (Sida)","13,208","13,208","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-30-2123-JAMAICA-1",4
"SE-0-SE-6-14221","Toronto Centre 2020-2023","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-14221",2
"SE-0-SE-6-14221-14221A0101","Toronto Centre 2020-2023","Sweden, through Swedish International Development Cooperation Agency (Sida)","3,583,569","3,332,463","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-14221-14221A0101",2
"SE-0-SE-6-14221-14221A0102","Toronto Centre 2020-2023 - Toronto Centre 2020-2023 New Strat 2022-2026","Sweden, through Swedish International Development Cooperation Agency (Sida)","2,150,141","1,670,944","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-14221-14221A0102",2
"SE-0-SE-6-61070140","UNESCO Freedom of Expression, Communication and Culture 2018-2021","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-61070140",4
"SE-0-SE-6-61070140-6107014003","UNESCO Freedom of Expression, Communication and Culture 2018-2021 - UNESCO CLT Jul 2018-Jul 2022","Sweden, through Swedish International Development Cooperation Agency (Sida)","3,553,006","3,595,250","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-61070140-6107014003",4
"SE-0-SE-6-71000101-1","JAM;Coastal Planning","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71000101-1",4
"SE-0-SE-6-71000101-7100010101-1","JAM;Coastal Planning - Coastal Planning &amp; Mappin","Sweden, through Swedish International Development Cooperation Agency (Sida)","125,968","117,260","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71000101-7100010101-1",4
"SE-0-SE-6-71001488-1","JAM Evaluation bus proje","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71001488-1",4
"SE-0-SE-6-71001488-7100148801-1","JAM Evaluation bus proje","Sweden, through Swedish International Development Cooperation Agency (Sida)","20,953","20,953","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71001488-7100148801-1",4
"SE-0-SE-6-71004889","JAM; Public Trspt","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71004889",4
"SE-0-SE-6-71004889-7100488901-1","JAM; Public Trspt - Public Trspt Kingston","Sweden, through Swedish International Development Cooperation Agency (Sida)","210,381","193,357","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71004889-7100488901-1",4
"SE-0-SE-6-71005020","JAM Roadsafety 3  SweRoad","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71005020",4
"SE-0-SE-6-71005020-7100502001-1","JAM Roadsafety 3  SweRoad","Sweden, through Swedish International Development Cooperation Agency (Sida)","318,401","272,171","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71005020-7100502001-1",4
"SE-0-SE-6-71006011-1","JAM Pre-study quality","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71006011-1",4
"SE-0-SE-6-71006011-7100601101-1","JAM Pre-study quality - Pre-study quality JAM","Sweden, through Swedish International Development Cooperation Agency (Sida)","31,592","28,125","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71006011-7100601101-1",4
"SE-0-SE-6-71006148-1","JAM. Public transport 2","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71006148-1",4
"SE-0-SE-6-71006148-7100614801-1","JAM. Public transport 2","Sweden, through Swedish International Development Cooperation Agency (Sida)","11,290","9,521","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71006148-7100614801-1",4
"SE-0-SE-6-71007004-1","JAM Env. statistics","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71007004-1",4
"SE-0-SE-6-71007004-7100700401-1","JAM Env. statistics","Sweden, through Swedish International Development Cooperation Agency (Sida)","12,533","12,154","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71007004-7100700401-1",4
"SE-0-SE-6-71007015","JAM Env statistics","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71007015",4
"SE-0-SE-6-71007015-7100701501-1","JAM Env statistics","Sweden, through Swedish International Development Cooperation Agency (Sida)","297,967","283,128","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71007015-7100701501-1",4
"SE-0-SE-6-71007017","JAM National Quality Prog","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71007017",4
"SE-0-SE-6-71007017-7100701701-1","JAM National Quality Prog - JAM National Quality Pro","Sweden, through Swedish International Development Cooperation Agency (Sida)","675,421","834,734","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71007017-7100701701-1",4
"SE-0-SE-6-71300207","JAM National Quality Prog","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71300207",4
"SE-0-SE-6-71300207-7130020701-1","JAM National Quality Prog","Sweden, through Swedish International Development Cooperation Agency (Sida)","182,281","99,464","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71300207-7130020701-1",4
"SE-0-SE-6-71600637-1","JAM KTS Form Nat. Account","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71600637-1",4
"SE-0-SE-6-71600637-7160063701-1","JAM KTS Form Nat. Account - JAM JKTS Nat. Accounts","Sweden, through Swedish International Development Cooperation Agency (Sida)","12,212","12,212","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71600637-7160063701-1",4
"SE-0-SE-6-71600640","JAM National Accounts","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71600640",4
"SE-0-SE-6-71600640-7160064001-1","JAM National Accounts","Sweden, through Swedish International Development Cooperation Agency (Sida)","456,871","558,844","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-71600640-7160064001-1",4
"SE-0-SE-6-74003333","SRV FIN FRAME 2007","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-74003333",4
"SE-0-SE-6-74003333-7400333301-34","SRV FIN FRAME 2007","Sweden, through Swedish International Development Cooperation Agency (Sida)","22,195","19,756","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-74003333-7400333301-34",4
"SE-0-SE-6-74003333-7400333301-35","SRV FIN FRAME 2007","Sweden, through Swedish International Development Cooperation Agency (Sida)","23,264","20,707","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-74003333-7400333301-35",4
"SE-0-SE-6-74003333-7400333301-36","SRV FIN FRAME 2007","Sweden, through Swedish International Development Cooperation Agency (Sida)","5,446","4,848","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-74003333-7400333301-36",4
"US-501c3-522318905-SG-P007490","Public Sector Modernization Project","AidData","38,746,608","37,004,568","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P007490",4
"US-501c3-522318905-SG-P038700","Student Loan Project","AidData","38,883,040","38,883,040","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P038700",4
"US-501c3-522318905-SG-P038932","Generation Recovery and Improvement Project","AidData","29,196,288","21,962,412","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P038932",4
"US-501c3-522318905-SG-P039029","Social Investment Fund Project","AidData","27,286,344","27,286,344","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P039029",4
"US-501c3-522318905-SG-P067774","Social Safety Net Project","AidData","49,977,776","49,977,776","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P067774",4
"US-501c3-522318905-SG-P071112","Bank Restructuring &amp; Debt Management","AidData","95,825,870","95,825,870","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P071112",4
"US-501c3-522318905-SG-P071589","JM - REFORM OF SECONDARY EDUCATION PROJECT II","AidData","48,935,560","14,568,135","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P071589",4
"US-501c3-522318905-SG-P073756","Second Bank Restructuring and Debt Management Program Adjustment Loan","AidData","92,215,250","92,215,250","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P073756",4
"US-501c3-522318905-SG-P074641","Second HIV/AIDS Project","AidData","18,443,050","13,033,088","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P074641",4
"US-501c3-522318905-SG-P076830","Jamaica Emergency Recovery Loan","AidData","93,708,336","93,708,336","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P076830",4
"US-501c3-522318905-SG-P076837","National Community Development Project","AidData","18,443,050","18,443,050","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P076837",4
"US-501c3-522318905-SG-P080721","THE PAN CARIBBEAN PARTNERSHIP AGAINST HIV/AIDS","AidData","10,541,117","10,264,566","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P080721",4
"US-501c3-522318905-SG-P091299","JM Inner City Basic Services for the Poor Project","AidData","32,174,426","22,293,952","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P091299",4
"US-501c3-522318905-SG-P095673","Jamaica Early Childhood Development Project","AidData","15,659,787","9,144,677","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P095673",2
"US-501c3-522318905-SG-P101321","Fiscal and Debt Sustainability Development Policy Loan","AidData","103,496,470","103,496,470","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P101321",4
"US-501c3-522318905-SG-P105024","Social Protection Project","AidData","41,759,432","29,431,392","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P105024",2
"US-501c3-522318905-SG-P105122","Rural Economic Development Initiative","AidData","15,524,471","2,180,203","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P105122",2
"US-501c3-522318905-SG-P106622","Jamaica Second HIV/AIDS Project","AidData","10,439,858","5,839,894","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P106622",4
"US-501c3-522318905-SG-P107407","JM Education Transformation Capacity Building","AidData","16,559,436","5,139,096","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P107407",4
"US-501c3-522318905-SG-P109575","Jamaica Hurricane Dean ERL","AidData","10,671,402","10,632,955","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P109575",4
"US-501c3-522318905-SG-P112780","Jamaica Energy Security and Efficiency Enhancement Project","AidData","15,000,000","2,037,500","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P112780",2
"US-501c3-522318905-SG-P113893","First Programmatic Debt and Fiscal Sustainability Development Policy Loan","AidData","204,263,520","204,263,520","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P113893",4
"US-501c3-522318905-SG-P123241","2nd. Programmatic Debt and Fiscal Sustainability Development Policy Loan","AidData","100,000,000","100,000,000","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P123241",4
"US-501c3-522318905-SG-P145995","Jamaica DPL","AidData","134,278,800",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P145995",4
"US-501c3-522318905-SG-P146460","Jamaica Integrated Community Development Project","AidData","42,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P146460",2
"US-501c3-522318905-SG-P146688","JM Strategic Public Sect Transformation","AidData","35,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P146688",2
"US-501c3-522318905-SG-P147665","Jamaica Foundations for Competitiveness and Growth","AidData","50,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P147665",2
"US-501c3-522318905-SG-P148013","JM Youth Employment in Digital and Animation Industries","AidData","20,000,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P148013",2
"US-EIN-26-0126537-gi-ace-1-15","Using the Red Flags tool to curb corruption in procurement","Global Integrity","161,255","161,255","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-26-0126537-gi-ace-1-15",4
"US-EIN-300108263-GGProj:115","Health, Nutrition and Sanitation for Jamaicans","GlobalGiving.org","1,350","1,350","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A115",3
"US-EIN-300108263-GGProj:12887","Reading Center for 188 students in Jamaica","GlobalGiving.org","1,008","1,008","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A12887",3
"US-EIN-300108263-GGProj:15020","Changing the caribbean through creativity","GlobalGiving.org","5,300","5,300","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A15020",3
"US-EIN-300108263-GGProj:15757","Dream Jamaica Mentoring Program","GlobalGiving.org",210,210,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A15757",3
"US-EIN-300108263-GGProj:1705","Help Preserve Biodiversity in Port Royal, Jamaica","GlobalGiving.org",350,350,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A1705",3
"US-EIN-300108263-GGProj:22302","Help Jamaican Students Become Organic Growers","GlobalGiving.org","5,995","5,995","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A22302",3
"US-EIN-300108263-GGProj:22400","Snorkeling Shop for Oracabessa Bay Fish Sanctuary","GlobalGiving.org","16,224","16,224","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A22400",3
"US-EIN-300108263-GGProj:22751","Build a Honey Room for 40 Bee Farmers in Jamaica","GlobalGiving.org","21,510","21,510","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A22751",3
"US-EIN-300108263-GGProj:2474","Give 180 young people beekeeping skills in Jamaica","GlobalGiving.org",118,118,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A2474",3
"US-EIN-300108263-GGProj:25110","Educate 100 of Jamaica's Little Angels","GlobalGiving.org","4,393","4,393","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A25110",3
"US-EIN-300108263-GGProj:25268","Hurricane Matthew Relief Fund","GlobalGiving.org","316,833","316,833","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A25268",3
"US-EIN-300108263-GGProj:25832","Equip 200 Jamaican Youth to Combat Climate Change","GlobalGiving.org","5,903","5,903","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A25832",3
"US-EIN-300108263-GGProj:27051","Fund Jamaican Farmers in Climate-Smart Aquaponics","GlobalGiving.org","10,602","10,602","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A27051",3
"US-EIN-300108263-GGProj:27290","Fund a Childrens Hospital","GlobalGiving.org",20,20,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A27290",3
