"iati-identifier","title","reporting-org","total-commitment","total-spend","currency","link","activity-status"
"AU-5-INJ117-JM","People to People Linkages","Australia - Department of  Foreign Affairs and Trade","286,729","299,876","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INJ117-JM",3
"AU-5-INJ118-JM","Direct Bilateral Assistance","Australia - Department of  Foreign Affairs and Trade","55,581","61,425","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INJ118-JM",3
"AU-5-INJ522-JM","Direct Aid Program (DAP) 2010-11","Australia - Department of  Foreign Affairs and Trade","28,602","29,190","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INJ522-JM",3
"AU-5-INJ554-JM","ALA Scholarships 2011 Intake","Australia - Department of  Foreign Affairs and Trade",205,155,"USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INJ554-JM",3
"AU-5-INJ669-JM","Armed Violence Reduction (AVR)","Australia - Department of  Foreign Affairs and Trade","77,883","79,483","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INJ669-JM",3
"AU-5-INK048-JM","Australian Development Awards - 2012 intake","Australia - Department of  Foreign Affairs and Trade","255,171","202,547","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INK048-JM",2
"AU-5-INK373-JM","International Seminar Support Scheme Phase III","Australia - Department of  Foreign Affairs and Trade","12,461","10,702","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INK373-JM",3
"AU-5-INK573-JM","Australia Awards - 2013 intake","Australia - Department of  Foreign Affairs and Trade","873,968","621,610","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INK573-JM",2
"AU-5-INL062-JM","Australia Awards Scholarships &amp;#38;#38; Fellowships - 2014","Australia - Department of  Foreign Affairs and Trade","1,148,176","888,856","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INL062-JM",2
"AU-5-INL144-JM","Direct Aid Program (DAP) 2013-14","Australia - Department of  Foreign Affairs and Trade","19,020","17,429","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INL144-JM",3
"AU-5-INL471-JM","Direct Aid Program (DAP) 2014-15","Australia - Department of  Foreign Affairs and Trade","97,460","85,103","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INL471-JM",3
"AU-5-INL553-JM","International Participation in Graduate Training","Australia - Department of  Foreign Affairs and Trade","20,430","20,430","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INL553-JM",3
"AU-5-INL630-JM","Australia Awards Fellowships Round 15","Australia - Department of  Foreign Affairs and Trade","13,153","11,526","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INL630-JM",3
"AU-5-INL889-JM","Australia Awards Scholarships Review Project","Australia - Department of  Foreign Affairs and Trade",218,80,"USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INL889-JM",3
"AU-5-INM056-JM","Australia Awards Fellowships Round 16","Australia - Department of  Foreign Affairs and Trade","11,662","11,172","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INM056-JM",3
"AU-5-INM061-JM","Direct Aid Program (DAP) 2016-17","Australia - Department of  Foreign Affairs and Trade","93,918","97,782","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INM061-JM",3
"AU-5-INM260-JM","Alumni engagement","Australia - Department of  Foreign Affairs and Trade",325,284,"USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INM260-JM",3
"AU-5-INM339-JM","Direct Aid Program (DAP) 2017-18","Australia - Department of  Foreign Affairs and Trade","118,013","110,932","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INM339-JM",3
"AU-5-INM588-JM","Direct Aid Program (DAP) 2018-19","Australia - Department of  Foreign Affairs and Trade","92,812","88,610","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INM588-JM",3
"AU-5-O16924-JM","DFAT Direct Aid Program :  Reef Guardians in The Caribbean - Phase II - Jamaica and St Vincent and The Grenadines (15A519)","Australia - Department of  Foreign Affairs and Trade","63,943","63,943","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-O16924-JM",3
"AU-5-O16934-JM","DFAT Direct Aid Program :  Enforcement Support in Oracabessa Bay Fish Sanctuary  (15A519)","Australia - Department of  Foreign Affairs and Trade","10,801","10,947","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-O16934-JM",3
"AU-5-O16936-JM","DFAT Direct Aid Program :  Goat Production Lydford/Moneague Women's Farm Group (15A519)","Australia - Department of  Foreign Affairs and Trade","8,224","8,335","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-O16936-JM",3
"CA-3-A019362001","Microfinance Services","Canada - Global Affairs Canada | Affaires mondiales Canada","2,207,141","2,433,810","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A019362001",4
"CA-3-A031571001","Democracy and Governance Fund","Canada - Global Affairs Canada | Affaires mondiales Canada","3,054,113","97,407","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A031571001",4
"CA-3-A032861002","Justice Undertakings for Social Transformation - Department of Justice Canada and the UNDP","Canada - Global Affairs Canada | Affaires mondiales Canada","8,592,151","7,651,841","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A032861002",4
"CA-3-A032861003","Justice Undertakings for Social Transformation - United Nations Development Programme","Canada - Global Affairs Canada | Affaires mondiales Canada","6,893,742","6,763,127","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A032861003",4
"CA-3-A033313001","Economic Management in the Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","19,056,564","18,910,850","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A033313001",4
"CA-3-A034045001","Partnership for CARICOM Private Sector Development","Canada - Global Affairs Canada | Affaires mondiales Canada","16,168,606","19,181,478","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A034045001",4
"CA-3-A034263001","Improving Agriculture in Jamaica","Canada - Global Affairs Canada | Affaires mondiales Canada","3,974,760","4,688,492","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A034263001",4
"CA-3-A034618001","Caribbean Regional Technical Assistance Centre - Phase IV","Canada - Global Affairs Canada | Affaires mondiales Canada","19,544,620","19,709,736","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A034618001",4
"CA-3-A034766001","Promoting Private Sector Growth - Compete Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","19,850,586","19,388,934","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A034766001",4
"CA-3-A034955002","Promotion of Regional Opportunities for Produce through Enterprise and Linkages (PROPEL) - WUSC","Canada - Global Affairs Canada | Affaires mondiales Canada","11,785,480","8,766,521","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A034955002",4
"CA-3-A035272001","Judicial Reform and Institutional Strengthening","Canada - Global Affairs Canada | Affaires mondiales Canada","18,609,756","14,857,203","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A035272001",2
"CA-3-A035299001","Canada Fund for Local initiatives (CFLI) - Jamaica - 2011-2012","Canada - Global Affairs Canada | Affaires mondiales Canada","175,901",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A035299001",4
"CA-3-A035388001","Community Disaster Risk Reduction Fund","Canada - Global Affairs Canada | Affaires mondiales Canada","20,205,082","18,977,176","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A035388001",2
"CA-3-A035470001","Improved Access to Justice in the Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","17,168,832","14,714,734","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A035470001",2
"CA-3-A035574001","Agricultural Science and Technology Indicators","Canada - Global Affairs Canada | Affaires mondiales Canada","422,949","422,949","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A035574001",4
"CA-3-D000143001","The Queen II Elizabeth Diamond Jubilee - Scholarship","Canada - Global Affairs Canada | Affaires mondiales Canada","8,671,127","7,981,672","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D000143001",4
"CA-3-D000158001","Citizen Security and Justice Program","Canada - Global Affairs Canada | Affaires mondiales Canada","17,342,254","15,374,801","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D000158001",4
"CA-3-D000330001","Capacity Building for Emergency Response in the Americas","Canada - Global Affairs Canada | Affaires mondiales Canada","8,477,603","7,633,582","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D000330001",4
"CA-3-D000365001","Enhancing Public Financial Management in the Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","18,209,366","16,897,678","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D000365001",2
"CA-3-D000686001","Project for the Regional Advancement of Statistics in the Caribbean (PRASC)","Canada - Global Affairs Canada | Affaires mondiales Canada","14,506,825","104,493","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D000686001",2
"CA-3-D001001001","ACIC International Youth Internship Program","Canada - Global Affairs Canada | Affaires mondiales Canada","516,992","534,526","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D001001001",4
"CA-3-D001012001","Interagency Coalition on AIDS and Development (ICAD) – IYIP Internships 2015-2017","Canada - Global Affairs Canada | Affaires mondiales Canada","502,355","516,794","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D001012001",4
"CA-3-D001071001","Canadian Executive Service Organization (CESO) - Volunteer Sending 2015-2020","Canada - Global Affairs Canada | Affaires mondiales Canada","16,046,736","16,599,946","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D001071001",4
"CA-3-D001074001","Cuso International - Volunteer Cooperation 2015-2020","Canada - Global Affairs Canada | Affaires mondiales Canada","47,404,432","48,873,016","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D001074001",4
"CA-3-D002426001","Support to the Energy Sector in the Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","3,646,109","3,805,762","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D002426001",2
"CA-3-D002427001","Supporting Renewable Energy and Energy Efficiency in the Caribbean (EcoMicro)","Canada - Global Affairs Canada | Affaires mondiales Canada","5,395,707","5,448,852","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D002427001",2
"CA-3-D002473001","Commonwealth of Learning - Institutional Support 2015-2018","Canada - Global Affairs Canada | Affaires mondiales Canada","5,687,930","5,883,027","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D002473001",4
"CA-3-D002613001","Integrity, Mobilisation, Participation, Accountability, Anti-Corruption and Transparency (IMPACT)","Canada - Global Affairs Canada | Affaires mondiales Canada","10,199,990","10,221,180","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D002613001",2
"CA-3-D004460001","Éducation internationale - IYIP Internships 2018-2022","Canada - Global Affairs Canada | Affaires mondiales Canada","583,642","594,392","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D004460001",4
"CA-3-D004469001","Bow Valley College - IYIP Internships 2018-2021","Canada - Global Affairs Canada | Affaires mondiales Canada","996,470","1,014,952","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D004469001",4
"CA-3-D004675001","Compete Caribbean Partnership Facility","Canada - Global Affairs Canada | Affaires mondiales Canada","11,909,084","12,225,038","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D004675001",2
"CA-3-D004678001","Climate Change Action for Gender-Sensitive Resilience","Canada - Global Affairs Canada | Affaires mondiales Canada","11,390,960","11,351,827","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D004678001",2
"CA-3-M013610001","Haiti’s Contribution to the Caribbean Development Bank’s Special Development Fund","Canada - Global Affairs Canada | Affaires mondiales Canada","916,941","916,941","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-M013610001",4
"CA-3-M013781001","Support for a Risk Management Study for the Caribbean Development Bank","Canada - Global Affairs Canada | Affaires mondiales Canada","352,457","352,457","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-M013781001",4
"CA-3-M013798001","Caribbean Development Bank Special Development Fund's 8th Replenishment 2013/2015","Canada - Global Affairs Canada | Affaires mondiales Canada","31,401,612",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-M013798001",3
"CA-3-M013798002","Caribbean Development Bank Special Development Fund's 8th Replenishment","Canada - Global Affairs Canada | Affaires mondiales Canada","31,401,612",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-M013798002",3
"CA-3-P000012003","Caribbean - Knowledge Fund 2002-2024","Canada - Global Affairs Canada | Affaires mondiales Canada","11,768","2,683","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P000012003",4
"CA-3-P000014004","Caribbean - Knowledge Fund 2002-2024","Canada - Global Affairs Canada | Affaires mondiales Canada","37,969","37,969","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P000014004",4
"CA-3-P005001001","Skills to Access the Green Economy","Canada - Global Affairs Canada | Affaires mondiales Canada","14,428,549","10,261,401","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P005001001",2
"CA-3-P005206001","Support to Operation STONE in the Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","570,847","570,400","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P005206001",4
"CA-3-P005206002","Royal Canadian Mounted Police Technical Support to Counter-Nuclear Smuggling -  Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","10,317",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P005206002",4
"CA-3-P006153001","Sustainable Agriculture in the Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","15,447,631","9,149,196","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P006153001",2
"CA-3-P006224001","Canada-Caribbean Resilience Facility","Canada - Global Affairs Canada | Affaires mondiales Canada","14,886,355","15,446,783","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P006224001",2
"CA-3-P006536001","Capacity-building to implement United Nations Security Council sanctions on North Korea","Canada - Global Affairs Canada | Affaires mondiales Canada","709,334","708,850","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P006536001",3
"CA-3-P007294001","Cuso International - Volunteer Cooperation 2020-2027","Canada - Global Affairs Canada | Affaires mondiales Canada","39,022,064","18,091,432","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P007294001",2
"CA-3-P009524001","CARICOM Climate Adaptation Fund","Canada - Global Affairs Canada | Affaires mondiales Canada","15,613,277","15,613,277","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P009524001",2
"CA-3-S061266PRG","Canadian College Partnership Program (CCPP) - 2001-2011","Canada - Global Affairs Canada | Affaires mondiales Canada","38,004,632","49,914,508","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S061266PRG",4
"CA-3-S064520PRG","Canadian Executive Service Organization (CESO) - Volunteer Cooperation 2009-2015","Canada - Global Affairs Canada | Affaires mondiales Canada","14,471,911","14,590,382","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S064520PRG",4
"CA-3-S064671PRG","Cuso International - Volunteer Sending 2009-2015","Canada - Global Affairs Canada | Affaires mondiales Canada","63,713,644","64,242,560","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S064671PRG",4
"CA-3-S064697001","JSH: Empowering Youth for Today and Tomorrow - Program 2009-2013","Canada - Global Affairs Canada | Affaires mondiales Canada","621,725","645,521","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S064697001",4
"CA-3-S064820PRG","Canadian Urban Institute - International Urban Partnerships Program 2010-2013","Canada - Global Affairs Canada | Affaires mondiales Canada","3,540,641","3,517,510","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S064820PRG",4
"CA-3-S064829001","Dalhousie University - International Internships 2010-2013","Canada - Global Affairs Canada | Affaires mondiales Canada","742,138","742,657","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S064829001",4
"CA-3-S064872001","College of the Rockies - International Internships 2010-2013","Canada - Global Affairs Canada | Affaires mondiales Canada","600,633","610,068","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S064872001",4
"CA-3-S064878001","HIV/AIDS Awareness in Caribbean Diaspora","Canada - Global Affairs Canada | Affaires mondiales Canada","130,608","130,278","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S064878001",4
"CA-3-S064905001","Judicial Systems Improvements for Commerce and Economy - JUSTICE 2010-2013","Canada - Global Affairs Canada | Affaires mondiales Canada","3,621,432","3,300,296","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S064905001",4
"CA-3-S064975001","Canadian Bar Association - International Internships 2010-2013","Canada - Global Affairs Canada | Affaires mondiales Canada","879,840","801,991","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S064975001",4
"CA-3-S065004001","Fisheries and Marine Institute of Memorial University of Nfld - International Internships 2010-2013","Canada - Global Affairs Canada | Affaires mondiales Canada","848,612","847,263","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065004001",4
"CA-3-S065018001","YMCA Canada - International Internships 2011-2014","Canada - Global Affairs Canada | Affaires mondiales Canada","440,541","442,894","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065018001",4
"CA-3-S065239001","Human Rights Defenders - Disabled Peoples International 2011-2013","Canada - Global Affairs Canada | Affaires mondiales Canada","304,942","298,625","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065239001",4
"CA-3-S065444001","Canadian Urban Institute - IAYI Internships 2011-2012","Canada - Global Affairs Canada | Affaires mondiales Canada","58,633","60,219","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065444001",4
"CA-3-S065447001","Interagency Coalition on AIDS and Development  - IAYI Internships 2011-2012","Canada - Global Affairs Canada | Affaires mondiales Canada","73,292","74,098","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065447001",4
"CA-3-S065623003","School Twinning - Calgary Board of Education","Canada - Global Affairs Canada | Affaires mondiales Canada","26,974","24,242","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065623003",4
"CA-3-S065623007","School Twinning - Park West School Division","Canada - Global Affairs Canada | Affaires mondiales Canada","24,219","24,221","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065623007",4
"CA-3-S065623018","School Twinning - School District of Mystery Lake","Canada - Global Affairs Canada | Affaires mondiales Canada","27,845","24,012","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065623018",4
"CA-3-S065623026","School Twinning - Technical Support - Jamaica","Canada - Global Affairs Canada | Affaires mondiales Canada","54,914",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065623026",4
"CA-3-S065623027","School Twinning - Local Coordinator - Jamaica","Canada - Global Affairs Canada | Affaires mondiales Canada","96,483",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065623027",4
"CA-3-S065623028","School Twinning Equipment and Supplies - Jamaica","Canada - Global Affairs Canada | Affaires mondiales Canada","54,805",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065623028",4
"CA-3-S065697001","Foundation for International Training - International Internships 2013-2014","Canada - Global Affairs Canada | Affaires mondiales Canada","40,275","39,880","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065697001",4
"CA-3-S065703001","Cuso International - International Internships 2013-2014","Canada - Global Affairs Canada | Affaires mondiales Canada","285,624","281,522","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065703001",4
"CA-3-S065740001","Canadian Urban Institute - International Internships 2013-2014","Canada - Global Affairs Canada | Affaires mondiales Canada","291,364","289,375","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065740001",4
"DE-1-199536053","Studies and Experts Fund","Germany - Ministry for Economic Cooperation and Development","803,771","36,448","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-199536053",3
"FI-3-2010-210-35400401","ICI project for capacity building for Meteorological Service of Jamaica","Finland - Ministry for Foreign Affairs","92,715","16,279","USD","https://d-portal.org/ctrack.html#view=act&aid=FI-3-2010-210-35400401",2
"FI-3-2013-2013130178","Local Cooperation Fund (LCF) in Jamaica","Finland - Ministry for Foreign Affairs","10,276","10,276","USD","https://d-portal.org/ctrack.html#view=act&aid=FI-3-2013-2013130178",2
"GB-1-113281","Community Security Initiative","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-113281",3
"GB-1-113281-101","NONBUDSUPPFINAID and P0074 for Community Security Initiative","UK - Foreign, Commonwealth and Development Office","1,687,965","1,687,965","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-113281-101",4
"GB-1-113441","Legal Assistance &amp; Advocacy Project","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-113441",3
"GB-1-113441-101","NOTFORPROFITORG and P0074 for Legal Assistance &amp; Advocacy Project","UK - Foreign, Commonwealth and Development Office","368,155","368,155","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-113441-101",4
"GB-1-113441-102","Accountable Grant Ag4965: Jamaicans for Justice (JFJ) Legal Assistance and Advocacy Project","UK - Foreign, Commonwealth and Development Office","234,762","234,762","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-113441-102",4
"GB-1-113995","Rehab &amp; Reintegration of Offenders Design Mission","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-113995",3
"GB-1-113995-101","PROCOFSERVICES and P0074 for Rehab &amp; Reintegration of Offenders Design Mission","UK - Foreign, Commonwealth and Development Office","82,876","82,876","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-113995-101",4
"GB-1-114290","Jamaica Sustainable Debt","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-114290",3
"GB-1-114290-101","MULTILATORGANISATION and P0074 for Jamaica Sustainable Debt","UK - Foreign, Commonwealth and Development Office","445,891","445,891","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-114290-101",4
"GB-1-114483","Jamaica Constabulary Force Reform 2008-2011","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-114483",3
"GB-1-114483-101","NONBUDSUPPFINAID and P0074 for JCF Reform 2008-2011","UK - Foreign, Commonwealth and Development Office","5,874,496","5,874,496","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-114483-101",4
"GB-1-201158","Reducing Risk Opportunities Fund","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-201158",3
"GB-1-201158-102","Support to UNDP for Community Security Harmonisation","UK - Foreign, Commonwealth and Development Office","99,685","99,685","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-201158-102",4
"GB-1-201158-104","Support for CSI Enhanced Pilot Phase","UK - Foreign, Commonwealth and Development Office","290,128","290,128","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-201158-104",4
"GB-1-201158-110","Jamaica National Crime Victimization Survey","UK - Foreign, Commonwealth and Development Office","268,522","269,630","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-201158-110",4
"GB-1-201158-111","Strengthening Accountability  for Abuses by Agents of State","UK - Foreign, Commonwealth and Development Office","227,370","227,370","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-201158-111",4
