"iati-identifier","title","reporting-org","total-commitment","total-spend","currency","link","activity-status"
"SE-0-SE-6-52040270-5204027001-H","Haiti reconstruction fund","Sweden, through Swedish International Development Cooperation Agency (Sida)","3,648,796","3,648,796","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040270-5204027001-H",4
"SE-0-SE-6-52040270-5204027002-H","Haiti reconstruction fund","Sweden, through Swedish International Development Cooperation Agency (Sida)","-12,513","-12,513","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040270-5204027002-H",4
"SE-0-SE-6-52040270","Haiti reconstruction fund","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040270",4
"US-EIN-300108263-GGProj:20681","Supporting Solidarity across the Americas!!!","GlobalGiving.org","5,229","5,229","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A20681",3
"XM-DAC-21018-MDRHT013","Haiti - Hurricane Matthew","International Federation of the Red Cross and Red Crescent (IFRC)","8,271,165","8,271,165","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-21018-MDRHT013",2
"XM-DAC-3-1-177676","Humanitarian contribution to the victims for the earthquake in Haiti 2010","Denmark - Ministry of Foreign Affairs, Danida",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-3-1-177676",4
"XM-DAC-3-1-177676-23529","Support to Red Cross relief efforts Haiti earthquake","Denmark - Ministry of Foreign Affairs, Danida","1,773,995","1,772,674","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-3-1-177676-23529",4
"US-GOV-1-AID-AEG-T-00-07-00003","USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.","United States Agency for International Development (USAID)","57,111,772","91,274,384","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-AID-AEG-T-00-07-00003",3
"GB-GOV-13-OODA-BBSRC-4D5NNRM-453VC27-XSLCW8W","ANIHWA call2: Understanding mucosal immunology and co-infections in the chicken to drive vaccine strategies","UK - Department for Business, Energy and Industrial Strategy (BEIS)","376,433","330,587","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-4D5NNRM-453VC27-XSLCW8W",4
"CH-4-2017005655","HT: PARHAFS-Projet appui-Reconstruction","Switzerland - Swiss Agency for Development and Cooperation (SDC)","192,525","198,381","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2017005655",2
"SE-0-SE-6-52040446","Save the Children humanitarian support 2013-2016","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040446",4
"GB-GOV-13-OODA-BBSRC-4D5NNRM-PQ7HQNU-YLRZ2C3","Vector competence of European mosquitoes to Rift Valley fever virus","UK - Department for Business, Energy and Industrial Strategy (BEIS)","2,090","1,791","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-4D5NNRM-PQ7HQNU-YLRZ2C3",4
"GB-GOV-13-OODA-BBSRC-4D5NNRM-PRSP3YR-XTUZQD2","FACCE ERA-NET+MODCARBOSTRESS","UK - Department for Business, Energy and Industrial Strategy (BEIS)","100,290","85,953","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-4D5NNRM-PRSP3YR-XTUZQD2",4
"SE-0-SE-6-52040446-5204044601-H","Save the Children humanitarian support 2013-2016","Sweden, through Swedish International Development Cooperation Agency (Sida)","62,650,416","52,067,980","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040446-5204044601-H",4
"DE-1-201515501-0","Optimization of educationel opportunities for orphans and children from the poorest families from Cap Haitien, Haiti","Germany - Ministry for Economic Cooperation and Development","438,547","455,421","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201515501-0",3
"GB-GOV-13-OODA-BBSRC-U5GVEBP-LUTF75G-WDKUX4A","Spatial epidemiology of a vector-borne plant virus: interactions between landscape, hosts, vectors and an emerging disease of potatoes","UK - Department for Business, Energy and Industrial Strategy (BEIS)","244,645","206,489","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-U5GVEBP-LUTF75G-WDKUX4A",4
"GB-GOV-13-OODA-BBSRC-JWSN6AS-FA27YB9-KHYPJDW","A short-generation broccoli for urban and peri-urban horticultural production","UK - Department for Business, Energy and Industrial Strategy (BEIS)","10,031","10,780","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-JWSN6AS-FA27YB9-KHYPJDW",4
"GB-GOV-13-OODA-BBSRC-KXHNXW3-4H5HS5U-JAK3DU9","Developing integrated approaches for pest and disease control in horticultural field crops (IAPAD)","UK - Department for Business, Energy and Industrial Strategy (BEIS)","62,713","65,736","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-KXHNXW3-4H5HS5U-JAK3DU9",4
"GB-CHC-202918-HAID17","PA Discretionary Contribution in Haiti FY2018","Oxfam GB","482,826","482,826","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-CHC-202918-HAID17",3
"GB-GOV-13-OODA-BBSRC-QK9NV7V-4BBK4EM-QAYVNEM","Phytophthora infestans effector PexRD54 associates with host Rab GTPase Rab8-1 to reprogram endomembrane transport","UK - Department for Business, Energy and Industrial Strategy (BEIS)","196,431","168,351","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-QK9NV7V-4BBK4EM-QAYVNEM",4
"CA-3-D004145001","Support for Haiti's Electoral Cycle - 2016-2017","Canada - Global Affairs Canada | Affaires mondiales Canada","862,484","862,484","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D004145001",4
"GB-GOV-13-OODA-BBSRC-QK9NV7V-3R36K5M-EGQWEU3","Improving projections for the future of bluetongue and its vectors under scenarios of climate and environmental change","UK - Department for Business, Energy and Industrial Strategy (BEIS)","50,965","41,160","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-QK9NV7V-3R36K5M-EGQWEU3",4
"CA-3-A035003001","Improving the Quality of Teaching in Haiti","Canada - Global Affairs Canada | Affaires mondiales Canada","3,908,923","3,641,300","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A035003001",4
"US-GOV-1-AID-521-IO-15-00001","Support of the third round of Presidential, Parliamentary and Local Government elections","United States Agency for International Development (USAID)","12,553,840","12,553,840","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-AID-521-IO-15-00001",3
"US-GOV-1-AID-FFP-G-16-00131","Who Recovered from SAM in Galkayo South, Somalia.","United States Agency for International Development (USAID)","150,000","150,000","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-AID-FFP-G-16-00131",3
"GB-GOV-13-OODA-BBSRC-JWSN6AS-SLZ5QDD-6JU222E","A viral pseudotype based approach to measuring morbillivirus neutralising antibodies","UK - Department for Business, Energy and Industrial Strategy (BEIS)","36,356","32,534","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-JWSN6AS-SLZ5QDD-6JU222E",4
"US-GOV-11-S-HA700-17-GR-0036","Preventive Conservation of Mid-20th-Century Paintings in the Collection of the Art Center of Haiti in Port-Au-Prince","United States Department of State","24,500","24,500","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-11-S-HA700-17-GR-0036",3
"GB-GOV-13-OODA-BBSRC-6V8QWYH-GTRPM3D-4XMYYR4","Engineering resistance to Porcine Reproductive and Respiratory Syndrome Virus (PRRSV)","UK - Department for Business, Energy and Industrial Strategy (BEIS)","71,580","61,348","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-6V8QWYH-GTRPM3D-4XMYYR4",4
"CA-3-M013903001","Climate Change Adaptation Facility","Canada - Global Affairs Canada | Affaires mondiales Canada","15,508,130","15,508,130","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-M013903001",4
"CA-3-D002300001","Essential Health Care for Mothers and Children","Canada - Global Affairs Canada | Affaires mondiales Canada","1,724,969","1,724,969","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D002300001",4
"US-GOV-1-AID-OAA-A-11-00021","Systems for Improved Access to Pharmaceuticals and Services (SIAPS)","United States Agency for International Development (USAID)","177,689,460","219,923,090","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-AID-OAA-A-11-00021",3
"US-GOV-21-HA-237-51360","Emergency Assistance","Inter-American Foundation","25,641","25,641","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-237-51360",3
"US-GOV-21-HA-237-48884","Emergency Assistance","Inter-American Foundation","34,650","9,009","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-237-48884",3
"US-GOV-21-HA-232-51073","Improving child health in the most vulnerable and remote underprivileged areas in the communal section of Bande du Nord, Cape-Haitan/ Northern Haiti","Inter-American Foundation","7,710","7,710","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-232-51073",3
"US-GOV-21-HA-232-51072","Improving child health in the most vulnerable and remote underpriveleged areas in the communal section of Bande du Nord, Cape-Haitan/ Northern Haiti","Inter-American Foundation","42,290","42,290","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-232-51072",3
"US-GOV-21-51071","Health Grant","Inter-American Foundation","50,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-51071",3
"XI-BRIDGE-6385676864-3132","SFM Sustainable Land Management of the Upper Watersheds of South Western Haiti","GEF Secretariat","3,436,364","3,249,861","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-3132",3
"GB-GOV-13-OODA-BBSRC-JWSN6AS-SLZ5QDD-F365R32","Development of novel mesoporous silica nanoparticle sensing sprays for rapid field detection of foot-and-mouth disease (FMD)","UK - Department for Business, Energy and Industrial Strategy (BEIS)","95,105","101,158","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-JWSN6AS-SLZ5QDD-F365R32",4
"GB-GOV-13-OODA-BBSRC-QK9NV7V-4TA753B-4UPD3EF","Charting the protein modifications systems that underpin submergence tolerance in rice","UK - Department for Business, Energy and Industrial Strategy (BEIS)","438,395","457,801","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-QK9NV7V-4TA753B-4UPD3EF",4
"XM-DAC-3-1-177676-23518","Humanitarian contribution to the victims for the earthquake in Haiti 2010","Denmark - Ministry of Foreign Affairs, Danida","2,660,992","2,652,405","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-3-1-177676-23518",4
"CH-4-2010005796","PARIS III, Programme d’appui à la reconstruction des infrastructures scolaires","Switzerland - Swiss Agency for Development and Cooperation (SDC)","419,693","419,693","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2010005796",2
"XI-IATI-EC_ECHO-ECHO/-CR/EDF/2015/01007","Renforcement des capacités du MSPP pour une réponse nutritionnelle d'urgence à la situation de sécheresse qui sévit en Haití suite au phénomène El Nino.","European Commission - Humanitarian Aid & Civil Protection","1,581,215",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2F-CR%2FEDF%2F2015%2F01007",3
"CH-4-2010005797","PARIS III, Programme d’appui à la reconstruction des infrastructures scolaires","Switzerland - Swiss Agency for Development and Cooperation (SDC)","229,162","229,162","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2010005797",2
"XI-IATI-EC_ECHO-ECHO/-CR/EDF/2017/01002","Améliorer la sécurité alimentaire et nutritionnelle et la résilience des populations vulnérables affectées par le cyclone Matthew dans les Départements du Sud Est et des Nippes d'Haiti","European Commission - Humanitarian Aid & Civil Protection","1,776,713",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2F-CR%2FEDF%2F2017%2F01002",3
"CH-4-2010005798","PARIS III, Programme d’appui à la reconstruction des infrastructures scolaires","Switzerland - Swiss Agency for Development and Cooperation (SDC)","246,459","246,459","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2010005798",2
"DE-1-201439496-0","Community based sustainable agriculture in villages around Paillant","Germany - Ministry for Economic Cooperation and Development","143,032","132,058","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201439496-0",3
"US-GOV-21-HA-216-49993","Strengthening the Capacity of Rural Haitien Communities","Inter-American Foundation","53,630","53,630","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-216-49993",3
"DE-1-201530443-0","Support for primary schools and curricula development with emphasis on environmental education in Les Cayes Diocese, Haiti","Germany - Ministry for Economic Cooperation and Development","152,264","157,445","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201530443-0",3
"XI-IATI-EC_ECHO-ECHO/-CR/EDF/2017/01008","Integrated nutrition and protection response to humanitarian needs in hurricane affected areas to save and protect children's lives","European Commission - Humanitarian Aid & Civil Protection","1,776,713",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2F-CR%2FEDF%2F2017%2F01008",3
"GB-GOV-13-OODA-BBSRC-QK9NV7V-4BBK4EM-YBRPN28","Exploiting the structure of integral membrane pyrophosphatases","UK - Department for Business, Energy and Industrial Strategy (BEIS)","304,997","321,653","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-QK9NV7V-4BBK4EM-YBRPN28",4
"US-GOV-21-49988","Agriculture/Food Production Grant","Inter-American Foundation","128,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-49988",3
"CH-4-2010005795","PARIS III, Programme d’appui à la reconstruction des infrastructures scolaires","Switzerland - Swiss Agency for Development and Cooperation (SDC)","523,406","523,406","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2010005795",2
"CH-4-2010005794","PARIS III, Programme d’appui à la reconstruction des infrastructures scolaires","Switzerland - Swiss Agency for Development and Cooperation (SDC)","439,146","439,146","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2010005794",2
"US-GOV-21-HA-216-49994","Strengthening the Capacity of Rural Haitien Communities","Inter-American Foundation","15,720","15,720","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-216-49994",3
"US-GOV-21-49987","Agriculture/Food Production Grant","Inter-American Foundation","58,650","58,650","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-49987",3
"US-GOV-21-GT-332-51286","Young Mayan women strengthening democracy in Huehuetenang","Inter-American Foundation","19,352","19,352","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-GT-332-51286",3
"GB-GOV-13-OODA-BBSRC-QK9NV7V-4BBK4EM-FG293A6","A metabonomic approach to identify biomarkers for bovine mycotoxicosis","UK - Department for Business, Energy and Industrial Strategy (BEIS)","157,276","134,794","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-QK9NV7V-4BBK4EM-FG293A6",4
"US-EIN-300108263-GGProj:29554","Expand Physical Therapy Services in Haiti","GlobalGiving.org","7,330","7,330","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A29554",3
"XI-IATI-IADB-HA-L1035","Rehabilitation of the Electricity Distribution System in Port-au-Prince","Inter-American Development Bank","14,220,461","14,220,461","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-IADB-HA-L1035",4
"US-GOV-1-AID-521-C-16-00003","Port Strengthening Cap Haitien Haiti","United States Agency for International Development (USAID)","3,077,121","3,069,263","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-AID-521-C-16-00003",3
"XM-DAC-41302-105056-1173-2015-HTI105","Combat Child labour in Domestic Work and the Worst Forms of Child Labour. Addressing education and qualification gaps and facilitating socio-economic integration of vulnerable children through promotion of decent jobs.","International Labour Organization (ILO)","328,403","328,403","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-105056-1173-2015-HTI105",2
"XM-DAC-41302-105056-1173-2016-HTI105","Combat Child labour in Domestic Work and the Worst Forms of Child Labour. Addressing education and qualification gaps and facilitating socio-economic integration of vulnerable children through promotion of decent jobs.","International Labour Organization (ILO)","463,964","463,964","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-105056-1173-2016-HTI105",2
"GB-GOV-13-OODA-BBSRC-6V8QWYH-RE2F8GK-WW28GPS","Host factors in determining resistance to cryptosporidiosis in cattle","UK - Department for Business, Energy and Industrial Strategy (BEIS)","10,354","9,164","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-6V8QWYH-RE2F8GK-WW28GPS",4
"US-EIN-300108263-GGProj:27311","Care for moms to be and newborns in Haiti","GlobalGiving.org",709,709,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A27311",3
"XI-IATI-EC_INTPA-2012-PCC-298032","Supervision et Contrôle des Travaux de Construction de la Route Lascahobas  Belladère / Frontière","European Commission - International Partnerships","6,296,112","5,135,980","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2012-PCC-298032",2
"GB-GOV-13-OODA-BBSRC-QK9NV7V-HSQVJHT-W4UJCZ8","Controlling important diseases in potato by cloning functional NB-LRR-type resistance genes","UK - Department for Business, Energy and Industrial Strategy (BEIS)","88,852","76,545","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-QK9NV7V-HSQVJHT-W4UJCZ8",4
"AU-5-INM371-HT","International Graduate Program (IGP) Oct/Nov 2017","Australia - Department of  Foreign Affairs and Trade","15,118","15,118","USD","https://d-portal.org/ctrack.html#view=act&aid=AU-5-INM371-HT",3
"GB-GOV-13-OODA-BBSRC-YXWLEDH-DFCHCW9-96QF9SW","Hsp90 as a modulator of pathogenicity, virulence and transmission in veterinary infections caused by Theileria and Babesia species","UK - Department for Business, Energy and Industrial Strategy (BEIS)","95,682","79,778","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-YXWLEDH-DFCHCW9-96QF9SW",4
"GB-GOV-3-Chevening Scholarships-HT","Chevening Scholarships in Haiti","UK - Foreign, Commonwealth and Development Office","57,866","57,866","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-Chevening%20Scholarships-HT",4
"GB-GOV-3-Frontline Diplomatic Enabling Activity-HT","Frontline Diplomatic Enabling Activity in Haiti","UK - Foreign, Commonwealth and Development Office","3,456","3,456","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-Frontline%20Diplomatic%20Enabling%20Activity-HT",4
"XM-DAC-41301-616566","Contribution au renforcement des capacités techniques, administratives et opérationnelles des services du MARNDR et des structures associatives concernés par le secteur semencier.","Food and Agriculture Organization of the United Nations (FAO)","693,000","670,574","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41301-616566",3
"XM-DAC-41301-640246","Amélioration de l?agriculture familiale par le renforcement de la filière lait","Food and Agriculture Organization of the United Nations (FAO)","1,287,000","1,275,669","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41301-640246",3
"XM-DAC-41302-105302-1278-2015-HTI105","Promote the socio-economic integration of vulnerable children and youth through a multi-faceted approach and mutually reinforcing interventions as professional training, job placement, entrepreneurship and citizenship development.","International Labour Organization (ILO)","90,885","90,885","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-105302-1278-2015-HTI105",3
"XM-DAC-41302-105302-1278-2016-HTI105","Promote the socio-economic integration of vulnerable children and youth through a multi-faceted approach and mutually reinforcing interventions as professional training, job placement, entrepreneurship and citizenship development.","International Labour Organization (ILO)","620,169","620,169","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-105302-1278-2016-HTI105",3
"CA-3-A034699001","Volunteer Cooperation in Support of Governance and Education - Phase II","Canada - Global Affairs Canada | Affaires mondiales Canada","15,647,048","13,822,153","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A034699001",4
"US-EIN-300108263-GGProj:13965","Head Start for 230 Pre-School Children in Haiti","GlobalGiving.org","5,438","5,438","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A13965",3
"XM-DAC-301-2-107598-001","Supporting Future University Educators in Haiti","Canada - International Development Research Centre/Centre de recherches pour le développement international","440,597","440,597","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-301-2-107598-001",4
"GB-GOV-13-OODA-BBSRC-QBXAUMD-YKYAMJX-PLQPQ2Q","RICEFUEL: Engineering enzymes, bacteria and bioconversion processes for advanced biofuels from waste grain straw","UK - Department for Business, Energy and Industrial Strategy (BEIS)","169,262","145,066","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-BBSRC-QBXAUMD-YKYAMJX-PLQPQ2Q",4
"NL-KVK-27378529-MAT16HT01","Scoping Study PSD Haiti","Netherlands Enterprise Agency (RVO)","30,886","34,034","USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-27378529-MAT16HT01",3
"US-EIN-300108263-GGProj:25268","Hurricane Matthew Relief Fund","GlobalGiving.org","316,833","316,833","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A25268",3
"US-EIN-300108263-GGProj:4559","Provide medical care to Haiti","GlobalGiving.org","249,883","249,883","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A4559",3
"US-GOV-21-HA-233-51356","Creation of Sustainable Agriculture Models for the Purpose of Enhancing Food Security, Biodiversity and Forest Cover in North-West, Haiti (Phase 2)","Inter-American Foundation","38,775","38,775","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-233-51356",3
"NZ-1-ACT-0A12720","2016 Hurricane Matthew Haiti","New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme","351,804","351,804","USD","https://d-portal.org/ctrack.html#view=act&aid=NZ-1-ACT-0A12720",4
"US-GOV-21-HA-233-50661","Creation of Sustainable Agriculture Models for the Purpose of Enhancing Food Security, Biodiversity and Forest Cover in North-West, Haiti (Phase 2)","Inter-American Foundation","50,000","11,225","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-233-50661",3
"XM-DAC-928-HT-2016-17-01.001.AM01.HTI01","Increased capacity of countries to deliver key HIV interventions through active engagement in policy dialogue, development of normative guidance and tools, dissemination of strategic information, and provision of technical support","World Health Organization (WHO)","70,562","65,695","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-HT-2016-17-01.001.AM01.HTI01",4
"XI-IATI-EC_ECHO-ECHO/-CR/BUD/2016/91000","HUMANITARIAN IMPLEMENTATION PLAN (HIP)Caribbean","European Commission - Humanitarian Aid & Civil Protection",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2F-CR%2FBUD%2F2016%2F91000",3
"GB-GOV-13-OODA-ESRC-KRYEWNA-KZZWCKS-UPPKNKS","The STEPS (Social, Technological and Environmental Pathways to Sustainability) Centre","UK - Department for Business, Energy and Industrial Strategy (BEIS)","513,173","513,173","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-OODA-ESRC-KRYEWNA-KZZWCKS-UPPKNKS",4
"SE-0-SE-6-52040476-5204047601-H","Doctors without borders (MSF) 2014-2016 - Doctors without borders 2014-2016","Sweden, through Swedish International Development Cooperation Agency (Sida)","36,871,948","34,698,600","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040476-5204047601-H",4
"XM-DAC-41301-644901","Renforcement des moyens d`existence des ménages affectés par l`ouragan Matthew dans trois (3) communes du département du Sud (Communes de Arniquet, Port Salut et Torbeck)","Food and Agriculture Organization of the United Nations (FAO)","296,807","296,410","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41301-644901",3
"CH-4-2017006707","Crédit global pour petites actions","Switzerland - Swiss Agency for Development and Cooperation (SDC)",-642,-642,"USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2017006707",2
"CA-3-D003936001","El Niño Crisis - Global Response - World Food Program 2016","Canada - Global Affairs Canada | Affaires mondiales Canada","18,772,566","18,772,566","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D003936001",4
"CH-4-2017006667","Crédit global pour petites actions","Switzerland - Swiss Agency for Development and Cooperation (SDC)",-127,-127,"USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2017006667",2
"CH-4-2017006644","Administrative costs","Switzerland - Swiss Agency for Development and Cooperation (SDC)",-188,-188,"USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2017006644",2
"CH-4-2017006555","Crédit global pour petites actions","Switzerland - Swiss Agency for Development and Cooperation (SDC)","25,605","25,605","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2017006555",2
"CH-4-2017006554","Crédit global pour petites actions","Switzerland - Swiss Agency for Development and Cooperation (SDC)","24,041","24,041","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2017006554",2
"CH-4-2017006553","Crédit global pour petites actions","Switzerland - Swiss Agency for Development and Cooperation (SDC)",-963,-963,"USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2017006553",2
"CH-4-2017006552","Crédit global pour petites actions","Switzerland - Swiss Agency for Development and Cooperation (SDC)","-12,667","-12,667","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2017006552",2
"CH-4-2017005661","Haiti:Emerg.Resp.Hurrican Irma Sept.2017","Switzerland - Swiss Agency for Development and Cooperation (SDC)","111,462","94,388","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2017005661",2
"CH-4-2012006565","Appui à la gestion de centres de Formation Professionnelle (INFP)","Switzerland - Swiss Agency for Development and Cooperation (SDC)",-74,-74,"USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2012006565",2
"XM-DAC-928-HT-2016-17-01.001.AM01.HTI02","Increased capacity of countries to deliver key hepatitis interventions through active engagement in policy dialogue, development of normative guidance and tools, dissemination of strategic information, and provision of technical support","World Health Organization (WHO)","35,488","33,044","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-HT-2016-17-01.001.AM01.HTI02",4
"CH-4-2012006564","Fonds de Développement du Portfolio de la Coopération Régionale en Haïti","Switzerland - Swiss Agency for Development and Cooperation (SDC)","1,752","1,752","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2012006564",2
"CA-3-D004481001","Haiti - Emergency Food Security and Agriculture Response - FAO 2017","Canada - Global Affairs Canada | Affaires mondiales Canada","313,630","313,630","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D004481001",4
"CH-4-2012006563","Fonds de Développement du Portfolio de la Coopération Régionale en Haïti","Switzerland - Swiss Agency for Development and Cooperation (SDC)",49,49,"USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2012006563",2
"CA-3-D004487001","Coordination of Humanitarian Responses in Multiple Countries - OCHA 2017","Canada - Global Affairs Canada | Affaires mondiales Canada","1,999,396","1,999,396","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D004487001",4
"XM-DAC-41302-103153-4883-2017-HTI102","Revenue budget Better Work Haiti","International Labour Organization (ILO)","132,053","132,053","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-103153-4883-2017-HTI102",2
"CH-4-2012006562","Fonds de Développement du Portfolio de la Coopération Régionale en Haïti","Switzerland - Swiss Agency for Development and Cooperation (SDC)","2,440","2,440","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2012006562",2
