"iati-identifier","title","reporting-org","total-commitment","total-spend","currency","link","activity-status"
"CA-3-D004274001","Transforming the Market for Stoves and Clean Energy in Haiti","Canada - Global Affairs Canada | Affaires mondiales Canada","10,747,846","8,883,194","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D004274001",2
"CA-3-P002016003","Inclusive Local Governance Support in Haiti","Canada - Global Affairs Canada | Affaires mondiales Canada","337,377","337,508","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P002016003",2
"CA-3-D003623001","Access to Judicial Services in Haiti","Canada - Global Affairs Canada | Affaires mondiales Canada","16,984,018","15,923,665","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D003623001",2
"US-EIN-042103594-GCCI-3978870","Governance, Crime, and Conflict Initiative","Abdul Latif Jameel Poverty Action Lab at MIT","16,312,842",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-042103594-GCCI-3978870",2
"CA-3-P006668001","Achieving Equality through Human Right Education","Canada - Global Affairs Canada | Affaires mondiales Canada","13,882,083","12,736,219","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P006668001",2
"XI-IATI-WBTF-TF073053","Support for Girls Access to Secondary Education in Haiti","World Bank Trust Funds","18,557,534",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-WBTF-TF073053",2
"XM-DAC-41114-PROJECT-00084852","Appui Gouvernance Locale et Developpement Territorial","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00084852",2
"XI-IATI-WBTF-P155191","Providing an Education of Quality in Haiti (PEQH)","World Bank Trust Funds","19,057,014","19,057,014","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-WBTF-P155191",2
"CA-3-D003813001","Inclusive Local Governance Support in Haiti","Canada - Global Affairs Canada | Affaires mondiales Canada","11,587,413","11,837,470","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D003813001",2
"US-GOV-1-AID-OAA-IO-16-00003","Health: PAHO Umbrella Grant 2016-2021","United States Agency for International Development (USAID)","59,693,448","57,960,688","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-AID-OAA-IO-16-00003",3
"US-GOV-21-52132","Support to farmers living in the poor rural community of La Mecette (Saltadre) for reducing food insecurity","Inter-American Foundation","125,000","28,321","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-52132",3
"US-GOV-21-52131","Projet d?appui au renforcement des moyens de subsistances des familles paysannes dans la 2me section Communale de Mance, Commune Anse-a-Foleur","Inter-American Foundation","125,000","28,632","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-52131",3
"CH-4-2020000961","HT: OEA Lutte anticorruption","Switzerland - Swiss Agency for Development and Cooperation (SDC)","4,276,208","956,520","USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2020000961",2
"CH-4-2020000962","HT: OEA Lutte anticorruption","Switzerland - Swiss Agency for Development and Cooperation (SDC)","56,265",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=CH-4-2020000962",2
"XM-DAC-50-21-Z02-18-C1-01214","2018 HT APS. Aumentada la resiliencia de la población de la comuna de AnseàPitre frente a riesgos naturales y a presiones y amenazas","Spanish Agency for International Development Cooperation (AECID)","2,166,405","2,166,405","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-50-21-Z02-18-C1-01214",2
"US-GOV-1-AID-OAA-C-17-00066","P-Advisory- Promoting Excellence in Private Sector Engagement (PEPSE)","United States Agency for International Development (USAID)","30,707,944","29,766,398","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-AID-OAA-C-17-00066",3
"XM-DAC-301-2-108818-001","Women’s rights and the fight to prevent violence against women in Haiti","Canada - International Development Research Centre/Centre de recherches pour le développement international","413,608","390,023","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-301-2-108818-001",4
"XI-IATI-EC_INTPA-2013-ACT-D-24368-00","Alliance Mondiale contre le Changement Climatique - Haïti","European Commission - International Partnerships","8,221,164",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2013-ACT-D-24368-00",2
"XI-IATI-EC_INTPA-2019-PCC-412854","Rendre aux Fanm : RENforcement Des REsAUX des organisations de Femmes Actifs dans le Nord-Est ha¿tien pour les droits et la protection des victiMes de violence.","European Commission - International Partnerships","423,275","369,730","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2019-PCC-412854",2
"US-GOV-1-AID-521-A-17-00009","RANFOSE Food Fortification Program","United States Agency for International Development (USAID)","5,999,997","5,999,989","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-AID-521-A-17-00009",3
"XI-IATI-EC_INTPA-2020-PCC-420237","Atelye Ekol Eneji : Une initiative pour renforcer l'employabilit¿ et la capacit¿ des jeunes ¿ agir gr¿ce ¿ des formations qualifiantes, un parcours d'apprentissage et un accompagnement innovant.","European Commission - International Partnerships","609,387","460,404","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2020-PCC-420237",2
"XI-IATI-EC_INTPA-2019-PCC-406893","Devis Programme Transport au MTPTC","European Commission - International Partnerships","2,853,420","2,251,440","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2019-PCC-406893",2
"SE-0-SE-6-11809-11809A0103-H10672","Haiti 2021 - MSB - agreement 2018 - 2021","Sweden, through Swedish International Development Cooperation Agency (Sida)","275,169","275,169","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-11809-11809A0103-H10672",2
"XM-DAC-41114-PROJECT-00114040","Prévention risques naturels et gouvernance territoriale","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00114040",2
"XM-DAC-41114-PROJECT-00117306","Appui stratégique au bureau","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00117306",2
"XM-DAC-41114-PROJECT-00118791","National Adaptation Plan","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00118791",2
"XM-DAC-41114-PROJECT-00125722","Spotlight initiative in Haiti","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00125722",2
"US-GOV-1-72052119C00003","Verification des Resultats pour la Sante II (VRS II)","United States Agency for International Development (USAID)","3,882,565","3,388,116","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-72052119C00003",3
"DE-1-202039501-0","Combating infectious diseases through improved hygiene, water and sanitation in Cornillon and Cabaret, Haiti","Germany - Ministry for Economic Cooperation and Development","198,298","160,893","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-202039501-0",3
"XM-DAC-41114-PROJECT-00126923","Reponse a la Crise COVID19 en Haiti","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00126923",2
"SE-0-SE-6-11630-11630A0102-H10228","Not specified 2021 - OCHA field coordination 2021-2022","Sweden, through Swedish International Development Cooperation Agency (Sida)","99,060","99,060","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-11630-11630A0102-H10228",4
"SE-0-SE-6-11630-11630A0102-H11022","Not specified 2022 - OCHA field coordination 2021-2022","Sweden, through Swedish International Development Cooperation Agency (Sida)","89,142","89,142","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-11630-11630A0102-H11022",4
"SE-0-SE-6-11809","MSB - agreement 2018 - 2020","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-11809",2
"SE-0-SE-6-11809-11809A0103-H10671","Haiti 2021 - MSB - agreement 2018 - 2021","Sweden, through Swedish International Development Cooperation Agency (Sida)","253,475","253,475","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-11809-11809A0103-H10671",2
"GB-GOV-13-FUND--GCRF-ES_T003936_1","Harnessing the power of global data to support young children's learning and development: Analyses, dissemination and implementation","UK - Department for Business, Energy and Industrial Strategy (BEIS)","2,618,409","1,800,410","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-FUND--GCRF-ES_T003936_1",2
"GB-CHC-287287-DfID-PEDL","Private Enterprise Development in Low-Income Countries (PEDL)","Centre for Economic Policy Research","29,785,692","9,191,923","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-CHC-287287-DfID-PEDL",2
"SE-0-SE-6-11630-11630A0101-H","OCHA field coordination 2018-2022 - OCHA 2018-21","Sweden, through Swedish International Development Cooperation Agency (Sida)","40,120,632","40,461,732","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-11630-11630A0101-H",4
"SE-0-SE-6-11630","OCHA field coordination 2018-2022","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-11630",4
"XM-DAC-41301-677621","Initiatives de développement intégré pour Haïti - Initiative main dans la main","Food and Agriculture Organization of the United Nations (FAO)","500,000","413,955","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41301-677621",2
"XM-DAC-41146-HTI_O_4.1","Expanded and diversified resource base and strengthened management of financial and human resources to meet the demand for UN Women Haiti’s programme","UN Women","2,554,822","2,554,821","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_O_4.1",2
"XM-DAC-41146-HTI_O_2.1","UN Women results-based management, monitoring and evaluation standards are implemented.","UN Women","126,787","126,789","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_O_2.1",2
"DE-1-201939099-0","Access to basic health services in the community of Coteaux, Roche à Bateau and Port Salut, diocese of Les Cayes","Germany - Ministry for Economic Cooperation and Development","215,583","200,580","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201939099-0",3
"XM-DAC-41146-HTI_D_4.4","Women and girls benefit from good mental health and psychosocial well-being that support their meaningful participation, leadership and protection in peace and security, including in peace processes, conflict prevention, peacebuilding, peacekeeping","UN Women",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_4.4",2
"XM-DAC-47015-21501_Window3_Germany-GIZ-DeutscheGesellschaftfurInternationaleZusammenarbeitGmbH_CIMMYT","Grant: Crops to End Hunger (Window 3)","CGIAR","40,203,208",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-21501_Window3_Germany-GIZ-DeutscheGesellschaftfurInternationaleZusammenarbeitGmbH_CIMMYT",3
"NO-BRC-971277882-QZA-20/0052-19","Haiti","Norad - Norwegian Agency for Development Cooperation","61,377","61,377","USD","https://d-portal.org/ctrack.html#view=act&aid=NO-BRC-971277882-QZA-20%2F0052-19",2
"NO-BRC-971277882-QZA-20/0061-25","Flexible funds Haiti","Norad - Norwegian Agency for Development Cooperation","263,929","263,929","USD","https://d-portal.org/ctrack.html#view=act&aid=NO-BRC-971277882-QZA-20%2F0061-25",2
"NO-BRC-980997278-520000","Well-governed SAIs","INTOSAI Development Initiative","10,946,559","10,946,559","USD","https://d-portal.org/ctrack.html#view=act&aid=NO-BRC-980997278-520000",2
"XM-DAC-41146-HTI_D_4.3","Women´s meaningful participation, leadership and protection in peace and security, including in peace processes, conflict prevention, peacebuilding and peacekeeping,","UN Women",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_4.3",2
"XM-DAC-41146-HTI_D_3.1","The socio-cultural settings, as well as legislative, political, institutional and organizational frameworks are strengthened and structured to respond to domestic violence against women and girls","UN Women","576,326","580,641","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_3.1",2
"NO-BRC-980997278-970000","Global Foundations Unit","INTOSAI Development Initiative","3,157,487","3,157,487","USD","https://d-portal.org/ctrack.html#view=act&aid=NO-BRC-980997278-970000",2
"XM-DAC-41146-HTI_D_2.2","Innovative solutions are consolidated and scaled up to strengthen rural women’s economic empowerment","UN Women","34,555","35,335","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_2.2",2
"XM-DAC-41146-HTI_D_2.1","Women led businesses have increased participation and leadership in the development of climate-resilient agriculture, water, renewable energy and service markets and benefit from equal access to resources and services","UN Women","1,142,376","1,188,868","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_2.1",2
"XI-IATI-IADB-HA-L1097","Natural Disaster Mitigation Program II","Inter-American Development Bank","42,013,416","42,013,416","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-IADB-HA-L1097",2
"XM-DAC-41146-HTI_D_1.7","Women candidates and voters feel safer and actively participate in the electoral process and in decisions related to peacebuilding and conflict prevention","UN Women","85,550","86,472","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_1.7",2
"XM-DAC-41146-HTI_D_1.6","Women's rights groups, social movements and CSOs, including those representing young people and groups facing multiple and intersecting forms of discrimination, have a more effective influence, and contribute to progress towards gender equality, women's e","UN Women","559,157","565,505","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_1.6",2
"CA-3-A033349001","Haiti Revenue Generation - Technical Assistance","Canada - Global Affairs Canada | Affaires mondiales Canada","7,781,966","7,342,029","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A033349001",2
"CA-3-A033349002","Haiti Revenue Generation - Equipment","Canada - Global Affairs Canada | Affaires mondiales Canada","8,321,629",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A033349002",2
"XM-DAC-41146-HTI_D_1.5","The prison and judicial sector has operational capacities facilitating better coordination of the COVID-19 response","UN Women","1,321,149","1,377,653","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_1.5",2
"XM-DAC-41146-HTI_D_1.4","The judicial system improves the efficiency of its procedures to reduce the delays in processing judicial cases","UN Women","909,251","958,886","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_1.4",2
"XM-DAC-41146-HTI_D_1.3","Men, women and children in vulnerable neighborhoods of Port-au-Prince and Les Cayes have better access to legal and judicial assistance","UN Women","16,000","16,000","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_1.3",2
"XM-DAC-41146-HTI_D_1.2","Haïtian women, with a special focus on victims of violence, have increased access to justice services","UN Women","1,038,422","1,044,168","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_1.2",2
"XM-DAC-41146-HTI_D_1.1","Normative and institutional frameworks are reinforced to repeal discriminatory legislation and reduce electoral violence against women candidates","UN Women","756,979","787,834","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41146-HTI_D_1.1",2
"XM-DAC-41140-HT02-DSC","CPB Haiti 2019-2023 - Coûts d'appui directs ajustés","United Nations World Food Programme (WFP)","30,143,098","30,143,098","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41140-HT02-DSC",3
"XM-DAC-41140-HT02.08.071.CPA2","10 Provide humanitarian air services","United Nations World Food Programme (WFP)","26,178,922","26,178,922","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41140-HT02.08.071.CPA2",3
"XM-DAC-41140-HT02.08.071.CPA1","09 Provide logistics coordination","United Nations World Food Programme (WFP)","5,407,711","5,407,711","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41140-HT02.08.071.CPA1",3
"XM-DAC-41114-PROJECT-00132754","Mainstreaming the National Social Protection Policy","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00132754",2
"XM-DAC-41140-HT02.08.061.CPA1","Fournir à la demande, au Gouvernement ainsi qu’aux acteurs de l’aide humanitaire et du développement, des services liés à la chaîne d’approvisionnement, au ciblage, à la gestion des bénéficiaires et aux transferts de type monétaire","United Nations World Food Programme (WFP)","2,698,762","2,698,762","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41140-HT02.08.061.CPA1",3
"XM-DAC-41140-HT02.05.051.CSI1","Fournir un appui à l’élaboration des politiques et une assistance technique aux parties prenantes nationales dans les domaines de la protection sociale, de la gestion des risques de catastrophe, de l’enrichissement des produits alimentaires et de la production locale","United Nations World Food Programme (WFP)","14,171,822","14,171,822","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41140-HT02.05.051.CSI1",3
"XM-DAC-41140-HT02.04.041.ACL1","Fournir une assistance alimentaire aux ménages vulnérables aux fins de la création ou de la remise en état d’actifs, l’objectif étant de renforcer la résilience face aux chocs et de mettre en place une gestion intégrée des risques dans les communautés exposées aux risques liés au climat","United Nations World Food Programme (WFP)","31,425,948","31,425,948","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41140-HT02.04.041.ACL1",3
"XM-DAC-41140-HT02.03.031.SMS1","Développer et améliorer la production locale en renforçant l’accès des petits exploitants agricoles aux marchés","United Nations World Food Programme (WFP)","752,551","752,551","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41140-HT02.03.031.SMS1",3
"XM-DAC-41140-HT02.03.031.SMP1","Fournir des repas diversifiés et nutritifs, à base de produits locaux obtenus auprès des petits exploitants agricoles, dans les établissements scolaires ciblés","United Nations World Food Programme (WFP)","23,234,024","23,234,024","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41140-HT02.03.031.SMP1",3
"XM-DAC-41140-HT02.01.021.URT1","Élaborer, mettre en œuvre et renforcer les filets de sécurité à dimension nutritionnelle à l’intention des populations vulnérables","United Nations World Food Programme (WFP)","14,868,357","14,868,357","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41140-HT02.01.021.URT1",3
"XM-DAC-41140-HT02.01.021.SMP1","Fournir des repas nutritifs et mener des activités de sensibilisation et de formation complémentaires dans les établissements scolaires ciblés qui achètent des produits de façon centralisée","United Nations World Food Programme (WFP)","41,629,468","41,629,468","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41140-HT02.01.021.SMP1",3
"XM-DAC-41140-HT02.01.011.URT1","Fournir une assistance alimentaire d’urgence et appuyer la réduction des risques et le relèvement des populations touchées par une crise","United Nations World Food Programme (WFP)","206,788,540","206,788,540","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41140-HT02.01.011.URT1",3
"XM-DAC-41114-PROJECT-00133065","Vers lélimination du paludisme en Haïti","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00133065",2
"NL-KVK-27378529-26067_3","PSD Toolkit – Phase 2","Netherlands Enterprise Agency (RVO)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-27378529-26067_3",2
"XM-DAC-41116-PROJECT-02041","Assessing key environmental issues and providing focused outlooks to strengthen science-based policy and decision making.","United Nations Environment Programme (UNEP)","4,573,633","4,573,633","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41116-PROJECT-02041",2
"SE-0-SE-29-2019-04117_3","Sustainable development in Small Island Developing States","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-29-2019-04117_3",2
"SE-0-SE-29-2019-04117_3-1","Sustainable development in Small Island Developing States","Sweden, through Swedish International Development Cooperation Agency (Sida)","157,563","163,681","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-29-2019-04117_3-1",2
"XM-DAC-41114-OUTPUT-00088811","Sites et Services","United Nations Development Programme (UNDP)","1,649,663","546,503","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-OUTPUT-00088811",2
"XM-DAC-41114-OUTPUT-00102007","Respects of human rights","United Nations Development Programme (UNDP)","5,678,157","5,185,454","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-OUTPUT-00102007",2
"XM-DAC-41114-OUTPUT-00103056","Economic empowerment in Haiti","United Nations Development Programme (UNDP)","5,256,191","4,723,747","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-OUTPUT-00103056",2
"DE-1-201939115-0","Access to drinking water and supporting natural desaster risk managment in Les Cayes diocese, Haiti","Germany - Ministry for Economic Cooperation and Development","350,046","332,192","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201939115-0",3
"DE-1-201939123-0","Vocational training and social reintegration of street children in Port-au-Prince, Haiti","Germany - Ministry for Economic Cooperation and Development","455,615","375,169","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201939123-0",3
"XM-DAC-41114-OUTPUT-00120823","PBF/HTI/A-2 Appui a la Coordi","United Nations Development Programme (UNDP)","759,363","719,268","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-OUTPUT-00120823",2
"XM-DAC-41114-OUTPUT-00121256","Renforcement Systeme Sanitaire","United Nations Development Programme (UNDP)","1,455,757","1,327,142","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-OUTPUT-00121256",2
"SE-0-SE-6-11809-11809A0103-H10705","Haiti 2021 - MSB - agreement 2018 - 2021","Sweden, through Swedish International Development Cooperation Agency (Sida)","101,262","101,262","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-11809-11809A0103-H10705",2
"XM-DAC-41114-OUTPUT-00122363","Installation Pompes Solaires","United Nations Development Programme (UNDP)","1,069,097","766,122","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-OUTPUT-00122363",2
"XM-DAC-41114-OUTPUT-00122641","Policy and Financing options","United Nations Development Programme (UNDP)","1,380,848","1,086,852","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-OUTPUT-00122641",2
"SE-0-SE-6-11809-11809A0103-H10710","Haiti 2021 - MSB - agreement 2018 - 2021","Sweden, through Swedish International Development Cooperation Agency (Sida)","99,060","99,060","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-11809-11809A0103-H10710",2
"XM-DAC-41114-OUTPUT-00124705","Reduc. violence communautaire","United Nations Development Programme (UNDP)","703,820","506,010","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-OUTPUT-00124705",2
"XM-DAC-41114-PROJECT-00041481","Système National de Gestion des Risques et des Desastres","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00041481",2
"XM-DAC-41114-PROJECT-00078703","Participation du PNUD au projet pilote  Sites et Servic","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00078703",2
"DE-1-202006005-4988","Physical and mental health, mobility and participation of children with disabilities and adults with neurological disorders in Departement Ouest, Haiti","Germany - Ministry for Economic Cooperation and Development","244,942","210,912","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-202006005-4988",3
"XM-DAC-41114-PROJECT-00097737","Haiti Joint Interim Rule of Law Programme in Haiti","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00097737",2
"XM-DAC-41114-PROJECT-00099803","MICROENTERPRISE CREATION IN POOR AREAS OF PORT-AU-PRINCE","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00099803",2
"XM-DAC-41114-PROJECT-00099975","CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00099975",2
"XM-DAC-50-21-Z03-20-01-18000","Haití 2020 Agua. DINEPA. URBAYITI. Cooperación Delegada. Subvención en Especie","Spanish Agency for International Development Cooperation (AECID)","53,747","53,747","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-50-21-Z03-20-01-18000",2
"XM-DAC-41114-PROJECT-00101615","Assistance Technique pour la gestion intégrée des marché","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00101615",2
"XM-DAC-41114-PROJECT-00104020","Electrification Rurale et Autonomisation des Femmes","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00104020",2
"XM-DAC-41114-PROJECT-00105580","Appui à la Préparation et à la Gestion des Désastres (Ha","United Nations Development Programme (UNDP)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41114-PROJECT-00105580",2
"XI-IATI-EC_INTPA-2020-PCC-416403","Supervision des travaux de la RN3 Hinche-St Rapha¿l et contournements de Hinche et St Rapha¿l","European Commission - International Partnerships","3,163,673","2,007,058","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2020-PCC-416403",2
"US-GOV-1-72052118IO00002","Small Grants Facility","United States Agency for International Development (USAID)","7,197,855","6,758,335","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-72052118IO00002",2
"XI-IATI-EC_INTPA-2020-PCC-420234","Accompagner la construction et l'expression citoyennes de jeunes de 6 communes pour une transition écologique et sociale en Haïti","European Commission - International Partnerships","547,450","445,373","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2020-PCC-420234",2
"XI-IATI-EC_INTPA-2019-PCC-407403","Fatra kaba nan mache P¿toprens ! (Vers la fin des d¿chets dans les march¿s de Port au Prince !)","European Commission - International Partnerships","1,111,253","1,013,343","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2019-PCC-407403",2
"XI-IATI-EC_INTPA-2019-PCC-412827","Pour une Haiti sans violence ¿ l'¿gard des Femmes et des Filles (FeF)","European Commission - International Partnerships","737,166","656,804","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2019-PCC-412827",2
"CA-3-D003282001","Improving Girls' Access to Secondary Education in Haiti","Canada - Global Affairs Canada | Affaires mondiales Canada","18,607,944","19,126,342","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D003282001",2
"XM-DAC-41304-549RLA4000","Transcultura","United Nations Educational, Scientific and Cultural Organization (UNESCO)","15,621,429","3,144,898","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41304-549RLA4000",2
"GB-CHC-1105851-CH560","PrÃ©venir et combattre la violence Ã&nbsp; l'Ã©gard des femmes et des filles","Christian Aid","581,819","581,819","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-CHC-1105851-CH560",2
"GB-GOV-13-FUND--GCRF-ES_S007415_1","GCRF South-South Migration, Inequality and Development Hub","UK - Department for Business, Energy and Industrial Strategy (BEIS)","23,788,336","12,021,499","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-13-FUND--GCRF-ES_S007415_1",2
"XM-DAC-41301-678822","Appui au Ministère de l`Agriculture, des Ressources Naturelles et du Développement Rural pour lutter contre le Phytophthora colocasiae agent causal du Mildiou du Taro par la production de semences saines en Haïti.","Food and Agriculture Organization of the United Nations (FAO)","500,000","216,897","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41301-678822",2
"DE-1-201939107-0","Access to basic health services and agroecologic practices in the community of Anse-à-Veau, Haiti","Germany - Ministry for Economic Cooperation and Development","210,027","190,124","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201939107-0",3
